text,severity,class,subclass
"يا شباب، طفل مفقود لقوه باللاذقية قرب السوق، ساعدوا!",3,POLICE,missing_person_found
"لقينا بنت مفقودة بحي الخالدية بحمص، بدنا الشرطة!",6,POLICE,missing_person_found
"يا جماعة، شخص مفقود لقوه بحي التضامن بدمشق، تعالوا!",4,POLICE,missing_person_found
"رجال مفقود لقوه بحي الفردوس بحلب، بدو شرطة!",5,POLICE,missing_person_found
"يا شباب، طفل مفقود لقوه بحي القابون بدمشق، ساعدوا!",3,POLICE,missing_person_found
"لقينا بنت مفقودة بدير الزور قرب السوق، بدنا الشرطة!",6,POLICE,missing_person_found
"يا جماعة، رجال مفقود لقوه بحي الميدان بدمشق، تعالوا!",4,POLICE,missing_person_found
"طفل مفقود لقوه بحي القصور بحمص، بدو شرطة!",5,POLICE,missing_person_found
"يا شباب، بنت مفقودة لقوها بحي الحميدية بدمشق، ساعدوا!",3,POLICE,missing_person_found
"لقينا رجال مفقود بحي الصالحية بحلب، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، شخص مفقود لقوه بحي الشيخ سعد بدير الزور، تعالوا!",4,POLICE,missing_person_found
"طفل مفقود لقوه بالسويداء، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، بنت مفقودة لقوها بحي المزة بدمشق، ساعدوا!",3,POLICE,missing_person_found
"لقينا رجال مفقود باللاذقية قرب الكورنيش، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، شخص مفقود لقوه بحي الخالدية بحمص، تعالوا!",4,POLICE,missing_person_found
"طفل مفقود لقوه بحي التضامن بدمشق، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، بنت مفقودة لقوها بحي الفردوس بحلب، ساعدوا!",3,POLICE,missing_person_found
"لقينا رجال مفقود بحي القابون بدمشق، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، طفل مفقود لقوه بدير الزور قرب الجسر، تعالوا!",4,POLICE,missing_person_found
"بنت مفقودة لقوها بحي الميدان بدمشق، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، رجال مفقود لقوه بحي القصور بحمص، ساعدوا!",3,POLICE,missing_person_found
"لقينا شخص مفقود بحي الحميدية بدمشق، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، طفل مفقود لقوه بحي الصالحية بحلب، تعالوا!",4,POLICE,missing_person_found
"بنت مفقودة لقوها بحي الشيخ سعد بدير الزور، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، رجال مفقود لقوه بالسويداء، ساعدوا!",3,POLICE,missing_person_found
"لقينا شخص مفقود بحي المزة بدمشق، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، طفل مفقود لقوه باللاذقية قرب السوق، تعالوا!",4,POLICE,missing_person_found
"بنت مفقودة لقوها بحي الخالدية بحمص، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، رجال مفقود لقوه بحي التضامن بدمشق، ساعدوا!",3,POLICE,missing_person_found
"لقينا طفل مفقود بحي الفردوس بحلب، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، بنت مفقودة لقوها بحي القابون بدمشق، تعالوا!",4,POLICE,missing_person_found
"رجال مفقود لقوه بدير الزور قرب السوق، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، شخص مفقود لقوه بحي الميدان بدمشق، ساعدوا!",3,POLICE,missing_person_found
"لقينا طفل مفقود بحي القصور بحمص، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، بنت مفقودة لقوها بحي الحميدية بدمشق، تعالوا!",4,POLICE,missing_person_found
"رجال مفقود لقوه بحي الصالحية بحلب، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، شخص مفقود لقوه بحي الشيخ سعد بدير الزور، ساعدوا!",3,POLICE,missing_person_found
"لقينا طفل مفقود بالسويداء، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، بنت مفقودة لقوها بحي المزة بدمشق، تعالوا!",4,POLICE,missing_person_found
"رجال مفقود لقوه باللاذقية قرب الكورنيش، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، شخص مفقود لقوه بحي الخالدية بحمص، ساعدوا!",3,POLICE,missing_person_found
"لقينا بنت مفقودة بحي التضامن بدمشق، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، رجال مفقود لقوه بحي الفردوس بحلب، تعالوا!",4,POLICE,missing_person_found
"طفل مفقود لقوه بحي القابون بدمشق، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، بنت مفقودة لقوها بدير الزور قرب السوق، ساعدوا!",3,POLICE,missing_person_found
"لقينا رجال مفقود بحي الميدان بدمشق، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، طفل مفقود لقوه بحي القصور بحمص، تعالوا!",4,POLICE,missing_person_found
"بنت مفقودة لقوها بحي الحميدية بدمشق، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، رجال مفقود لقوه بحي الصالحية بحلب، ساعدوا!",3,POLICE,missing_person_found
"لقينا شخص مفقود بحي الشيخ سعد بدير الزور، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، طفل مفقود لقوه بالسويداء، تعالوا!",4,POLICE,missing_person_found
"بنت مفقودة لقوها بحي المزة بدمشق، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، رجال مفقود لقوه باللاذقية قرب السوق، ساعدوا!",3,POLICE,missing_person_found
"لقينا طفل مفقود بحي الخالدية بحمص، بدو شرطة!",6,POLICE,missing_person_found
"يا جماعة، بنت مفقودة لقوها بحي التضامن بدمشق، تعالوا!",4,POLICE,missing_person_found
"رجال مفقود لقوه بحي الفردوس بحلب، بدنا الشرطة!",5,POLICE,missing_person_found
"يا شباب، شخص مفقود لقوه بحي القابون بدمشق، ساعدوا!",3,POLICE,missing_person_found
"لقينا طفل مفقود بدير الزور قرب الجسر، بدو شرطة!",6,POLICE,missing_person_found
