text,severity,class,subclass
"مجموعة تهدد ناس بحي القابون بدمشق، بدو شرطة!",9,POLICE,rouge_faction
"يا شباب، فصيل مشبوه بدير الزور قرب الجسر، تعالوا!",8,POLICE,rouge_faction
"في أنشطة خطيرة لمجموعة بحي الميدان بدمشق، بدنا الشرطة!",10,POLICE,rouge_faction
"يا جماعة، مجموعة مسلحة بحي القصور بحمص، ساعدوا!",9,POLICE,rouge_faction
"فصيل مارق يتحرك بحي الحميدية بدمشق، بدو شرطة!",8,POLICE,rouge_faction
"يا شباب، تحركات مشبوهة بحي الصالحية بحلب، تعالوا!",10,POLICE,rouge_faction
"مجموعة تهدد ناس بحي الشيخ سعد بدير الزور، بدنا الشرطة!",9,POLICE,rouge_faction
"يا جماعة، فصيل مارق بالسويداء قرب السوق، ساعدوا!",8,POLICE,rouge_faction
"تحركات خطيرة لمجموعة بحي المزة بدمشق، بدو شرطة!",10,POLICE,rouge_faction
"يا شباب، مجموعة مسلحة باللاذقية قرب السوق، تعالوا!",9,POLICE,rouge_faction
"فصيل مشبوه يهدد ناس بحي الخالدية بحمص، بدنا الشرطة!",8,POLICE,rouge_faction
"يا جماعة، تحركات مارقة بحي التضامن بدمشق، ساعدوا!",10,POLICE,rouge_faction
"مجموعة تهدد ناس بحي الفردوس بحلب، بدو شرطة!",9,POLICE,rouge_faction
"يا شباب، فصيل مشبوه بحي القابون بدمشق، تعالوا!",8,POLICE,rouge_faction
"في أنشطة خطيرة لمجموعة بدير الزور قرب السوق، بدنا الشرطة!",10,POLICE,rouge_faction
"يا جماعة، مجموعة مسلحة بحي الميدان بدمشق، ساعدوا!",9,POLICE,rouge_faction
"فصيل مارق يتحرك بحي القصور بحمص، بدو شرطة!",8,POLICE,rouge_faction
"يا شباب، تحركات مشبوهة بحي الحميدية بدمشق، تعالوا!",10,POLICE,rouge_faction
"مجموعة تهدد ناس بحي الصالحية بحلب، بدنا الشرطة!",9,POLICE,rouge_faction
"يا جماعة، فصيل مارق بحي الشيخ سعد بدير الزور، ساعدوا!",8,POLICE,rouge_faction
"تحركات خطيرة لمجموعة بالسويداء قرب السوق، بدو شرطة!",10,POLICE,rouge_faction
"يا شباب، مجموعة مسلحة بحي المزة بدمشق، تعالوا!",9,POLICE,rouge_faction
"فصيل مشبوه يهدد ناس باللاذقية قرب الكورنيش، بدنا الشرطة!",8,POLICE,rouge_faction
"يا جماعة، تحركات مارقة بحي الخالدية بحمص، ساعدوا!",10,POLICE,rouge_faction
"مجموعة تهدد ناس بحي التضامن بدمشق، بدو شرطة!",9,POLICE,rouge_faction
"يا شباب، فصيل مشبوه بحي الفردوس بحلب، تعالوا!",8,POLICE,rouge_faction
"في أنشطة خطيرة لمجموعة بحي القابون بدمشق، بدنا الشرطة!",10,POLICE,rouge_faction
"يا جماعة، مجموعة مسلحة بدير الزور قرب الجسر، ساعدوا!",9,POLICE,rouge_faction
"فصيل مارق يتحرك بحي الميدان بدمشق، بدو شرطة!",8,POLICE,rouge_faction
"يا شباب، تحركات مشبوهة بحي القصور بحمص، تعالوا!",10,POLICE,rouge_faction
"مجموعة تهدد ناس بحي الحميدية بدمشق، بدنا الشرطة!",9,POLICE,rouge_faction
"يا جماعة، فصيل مارق بحي الصالحية بحلب، ساعدوا!",8,POLICE,rouge_faction
"تحركات خطيرة لمجموعة بحي الشيخ سعد بدير الزور، بدو شرطة!",10,POLICE,rouge_faction
"يا شباب، مجموعة مسلحة بالسويداء قرب السوق، تعالوا!",9,POLICE,rouge_faction
"فصيل مشبوه يهدد ناس بحي المزة بدمشق، بدنا الشرطة!",8,POLICE,rouge_faction
"يا جماعة، تحركات مارقة باللاذقية قرب السوق، ساعدوا!",10,POLICE,rouge_faction
"مجموعة تهدد ناس بحي الخالدية بحمص، بدو شرطة!",9,POLICE,rouge_faction
"يا شباب، فصيل مشبوه بحي التضامن بدمشق، تعالوا!",8,POLICE,rouge_faction
"في أنشطة خطيرة لمجموعة بحي الفردوس بحلب، بدنا الشرطة!",10,POLICE,rouge_faction
"يا جماعة، مجموعة مسلحة بحي القابون بدمشق، ساعدوا!",9,POLICE,rouge_faction
"فصيل مارق يتحرك بدير الزور قرب السوق، بدو شرطة!",8,POLICE,rouge_faction
"يا شباب، تحركات مشبوهة بحي الميدان بدمشق، تعالوا!",10,POLICE,rouge_faction
"مجموعة تهدد ناس بحي القصور بحمص، بدنا الشرطة!",9,POLICE,rouge_faction
"يا جماعة، فصيل مارق بحي الحميدية بدمشق، ساعدوا!",8,POLICE,rouge_faction
"تحركات خطيرة لمجموعة بحي الصالحية بحلب، بدو شرطة!",10,POLICE,rouge_faction
"يا شباب، مجموعة مسلحة بحي الشيخ سعد بدير الزور، تعالوا!",9,POLICE,rouge_faction
"فصيل مشبوه يهدد ناس بالسويداء قرب السوق، بدنا الشرطة!",8,POLICE,rouge_faction
"يا جماعة، تحركات مارقة بحي المزة بدمشق، ساعدوا!",10,POLICE,rouge_faction
"مجموعة تهدد ناس باللاذقية قرب الكورنيش، بدو شرطة!",9,POLICE,rouge_faction
"يا شباب، فصيل مشبوه بحي الخالدية بحمص، تعالوا!",8,POLICE,rouge_faction
"في أنشطة خطيرة لمجموعة بحي التضامن بدمشق، بدنا الشرطة!",10,POLICE,rouge_faction
"يا جماعة، مجموعة مسلحة بحي الفردوس بحلب، ساعدوا!",9,POLICE,rouge_faction
"فصيل مارق يتحرك بحي القابون بدمشق، بدو شرطة!",8,POLICE,rouge_faction
"يا شباب، تحركات مشبوهة بدير الزور قرب الجسر، تعالوا!",10,POLICE,rouge_faction
"مجموعة تهدد ناس بحي الميدان بدمشق، بدنا الشرطة!",9,POLICE,rouge_faction
"يا جماعة، فصيل مارق بحي القصور بحمص، ساعدوا!",8,POLICE,rouge_faction
"تحركات خطيرة لمجموعة بحي الحميدية بدمشق، بدو شرطة!",10,POLICE,rouge_faction
"يا شباب، مجموعة مسلحة بحي الصالحية بحلب، تعالوا!",9,POLICE,rouge_faction
"فصيل مشبوه يهدد ناس بحي الشيخ سعد بدير الزور، بدنا الشرطة!",8,POLICE,rouge_faction
"يا جماعة، تحركات مارقة بالسويداء قرب السوق، ساعدوا!",10,POLICE,rouge_faction
"مجموعة تهدد ناس بحي المزة بدمشق، بدو شرطة!",9,POLICE,rouge_faction
"يا شباب، فصيل مشبوه باللاذقية قرب السوق، تعالوا!",8,POLICE,rouge_faction
"في أنشطة خطيرة لمجموعة بحي الخالدية بحمص، بدنا الشرطة!",10,POLICE,rouge_faction
"يا جماعة، مجموعة مسلحة بحي التضامن بدمشق، ساعدوا!",9,POLICE,rouge_faction
"فصيل مارق يتحرك بحي الفردوس بحلب، بدو شرطة!",8,POLICE,rouge_faction
"يا شباب، تحركات مشبوهة بحي القابون بدمشق، تعالوا!",10,POLICE,rouge_faction
