text,severity,class,subclass
"في قتل رجال بحي الخالدية بحمص، بدو شرطة عاجل!",9,POLICE,murder
"يا شباب، قتلو شخص بحي التضامن بدمشق، ساعدوا!",10,POLICE,murder
"جريمة قتل بحي الفردوس بحلب، بدنا الشرطة!",9,POLICE,murder
"يا جماعة، في قتل بحي القابون بدمشق، تعالوا بسرعة!",10,POLICE,murder
"قتلو رجال بدير الزور قرب السوق، بدو شرطة فوري!",9,POLICE,murder
"يا شباب، جريمة قتل بحي الميدان بدمشق، ساعدوا!",10,POLICE,murder
"في قتل بنت بحي القصور بحمص، بدو شرطة عاجل!",9,POLICE,murder
"يا جماعة، قتلو شخص بحي الحميدية بدمشق، تعالوا بسرعة!",10,POLICE,murder
"جريمة قتل بحي الصالحية بحلب، بدنا الشرطة!",9,POLICE,murder
"يا شباب، في قتل بحي الشيخ سعد بدير الزور، ساعدوا!",10,POLICE,murder
"قتلو رجال بالسويداء، بدو شرطة فوري!",9,POLICE,murder
"يا جماعة، جريمة قتل بحي المزة بدمشق، تعالوا بسرعة!",10,POLICE,murder
"في قتل بنت باللاذقية قرب الكورنيش، بدو شرطة عاجل!",9,POLICE,murder
"يا شباب، قتلو شخص بحي الخالدية بحمص، ساعدوا!",10,POLICE,murder
"جريمة قتل بحي التضامن بدمشق، بدنا الشرطة!",9,POLICE,murder
"يا جماعة، في قتل بحي الفردوس بحلب، تعالوا بسرعة!",10,POLICE,murder
"قتلو رجال بحي القابون بدمشق، بدو شرطة فوري!",9,POLICE,murder
"يا شباب، جريمة قتل بدير الزور قرب الجسر، ساعدوا!",10,POLICE,murder
"في قتل بنت بحي الميدان بدمشق، بدو شرطة عاجل!",9,POLICE,murder
"يا جماعة، قتلو شخص بحي القصور بحمص، تعالوا بسرعة!",10,POLICE,murder
"جريمة قتل بحي الحميدية بدمشق، بدنا الشرطة!",9,POLICE,murder
"يا شباب، في قتل بحي الصالحية بحلب، ساعدوا!",10,POLICE,murder
"قتلو رجال بحي الشيخ سعد بدير الزور، بدو شرطة فوري!",9,POLICE,murder
"يا جماعة، جريمة قتل بالسويداء، تعالوا بسرعة!",10,POLICE,murder
"في قتل بنت بحي المزة بدمشق، بدو شرطة عاجل!",9,POLICE,murder
"يا شباب، قتلو شخص باللاذقية قرب السوق، ساعدوا!",10,POLICE,murder
"جريمة قتل بحي الخالدية بحمص، بدنا الشرطة!",9,POLICE,murder
"يا جماعة، في قتل بحي التضامن بدمشق، تعالوا بسرعة!",10,POLICE,murder
"قتلو رجال بحي الفردوس بحلب، بدو شرطة فوري!",9,POLICE,murder
"يا شباب، جريمة قتل بحي القابون بدمشق، ساعدوا!",10,POLICE,murder
"في قتل بنت بدير الزور قرب السوق، بدو شرطة عاجل!",9,POLICE,murder
