text,severity,class,subclass
"يا جماعة، انفجار قرب السوق بحي الشيخ سعد بدير الزور، تعالوا!",8,POLICE,explosion
"انفجار بالسويداء، بدنا الشرطة بسرعة!",9,POLICE,explosion
"يا شباب، في انفجار بحي المزة بدمشق، ساعدوا!",10,POLICE,explosion
"انفجار قوي باللاذقية قرب الكورنيش، بدو شرطة فوري!",8,POLICE,explosion
"يا جماعة، انفجار بحي الخالدية بحمص، تعالوا بسرعة!",9,POLICE,explosion
"في انفجار بحي التضامن بدمشق، بدنا الشرطة!",10,POLICE,explosion
"يا شباب، انفجار قوي بحي الفردوس بحلب، ساعدوا!",8,POLICE,explosion
"انفجار بحي القابون بدمشق، بدو شرطة فوري!",9,POLICE,explosion
"يا جماعة، في انفجار بدير الزور قرب السوق، تعالوا بسرعة!",10,POLICE,explosion
"انفجار قوي بحي الميدان بدمشق، بدنا الشرطة!",8,POLICE,explosion
"يا شباب، انفجار بحي القصور بحمص، ساعدوا!",9,POLICE,explosion
"في انفجار بحي الحميدية بدمشق، بدو شرطة فوري!",10,POLICE,explosion
"يا جماعة، انفجار قوي بحي الصالحية بحلب، تعالوا بسرعة!",8,POLICE,explosion
"انفجار بحي الشيخ سعد بدير الزور، بدنا الشرطة!",9,POLICE,explosion
"يا شباب، في انفجار بالسويداء، ساعدوا!",10,POLICE,explosion
"انفجار قوي بحي المزة بدمشق، بدو شرطة فوري!",8,POLICE,explosion
"يا جماعة، انفجار باللاذقية قرب السوق، تعالوا بسرعة!",9,POLICE,explosion
"في انفجار بحي الخالدية بحمص، بدنا الشرطة!",10,POLICE,explosion
"يا شباب، انفجار قوي بحي التضامن بدمشق، ساعدوا!",8,POLICE,explosion
"انفجار بحي الفردوس بحلب، بدو شرطة فوري!",9,POLICE,explosion
"يا جماعة، في انفجار بحي القابون بدمشق، تعالوا بسرعة!",10,POLICE,explosion
"انفجار قوي بدير الزور قرب الجسر، بدنا الشرطة!",8,POLICE,explosion
"يا شباب، انفجار بحي الميدان بدمشق، ساعدوا!",9,POLICE,explosion
"في انفجار بحي القصور بحمص، بدو شرطة فوري!",10,POLICE,explosion
"يا جماعة، انفجار قوي بحي الحميدية بدمشق، تعالوا بسرعة!",8,POLICE,explosion
"انفجار بحي الصالحية بحلب، بدنا الشرطة!",9,POLICE,explosion
"يا شباب، في انفجار بحي الشيخ سعد بدير الزور، ساعدوا!",10,POLICE,explosion
"انفجار قوي بالسويداء، بدو شرطة فوري!",8,POLICE,explosion
"يا جماعة، انفجار بحي المزة بدمشق، تعالوا بسرعة!",9,POLICE,explosion
"في انفجار باللاذقية قرب الكورنيش، بدنا الشرطة!",10,POLICE,explosion
"يا شباب، انفجار قوي بحي الخالدية بحمص، ساعدوا!",8,POLICE,explosion
"انفجار بحي التضامن بدمشق، بدو شرطة فوري!",9,POLICE,explosion
"يا جماعة، في انفجار بحي الفردوس بحلب، تعالوا بسرعة!",10,POLICE,explosion
"انفجار قوي بحي القابون بدمشق، بدنا الشرطة!",8,POLICE,explosion
"يا شباب، انفجار بدير الزور قرب السوق، ساعدوا!",9,POLICE,explosion
"في انفجار بحي الميدان بدمشق، بدو شرطة فوري!",10,POLICE,explosion
"يا جماعة، انفجار قوي بحي القصور بحمص، تعالوا بسرعة!",8,POLICE,explosion
"انفجار بحي الحميدية بدمشق، بدنا الشرطة!",9,POLICE,explosion
"يا شباب، في انفجار بحي الصالحية بحلب، ساعدوا!",10,POLICE,explosion
"انفجار قوي بحي الشيخ سعد بدير الزور، بدو شرطة فوري!",8,POLICE,explosion
"يا جماعة، انفجار بالسويداء، تعالوا بسرعة!",9,POLICE,explosion
"في انفجار بحي المزة بدمشق، بدنا الشرطة!",10,POLICE,explosion
"يا شباب، انفجار قوي باللاذقية قرب السوق، ساعدوا!",8,POLICE,explosion
"انفجار بحي الخالدية بحمص، بدو شرطة فوري!",9,POLICE,explosion
"يا جماعة، في انفجار بحي التضامن بدمشق، تعالوا بسرعة!",10,POLICE,explosion
"انفجار قوي بحي الفردوس بحلب، بدنا الشرطة!",8,POLICE,explosion
"يا شباب، انفجار بحي القابون بدمشق، ساعدوا!",9,POLICE,explosion
"في انفجار بدير الزور قرب الجسر، بدو شرطة فوري!",10,POLICE,explosion
"يا جماعة، انفجار قوي بحي الميدان بدمشق، تعالوا بسرعة!",8,POLICE,explosion
