text,severity,class,subclass
"يا جماعة، نار بأرض فاضية بحي القابون بدمشق، بسرعة!",8,FIRE,unknown_fire
"شفت دخان بدير الزور قرب السوق، شكلو حريق!",7,FIRE,unknown_fire
"نار بحي الميدان بدمشق، خطر، بدنا مساعدة!",8,FIRE,unknown_fire
"يا شباب، دخان كتير بحي القصور بحمص، لازم تتفحص!",7,FIRE,unknown_fire
"في حريق بحي الحميدية بدمشق، بدنا إطفاء!",8,FIRE,unknown_fire
"يا جماعة، نار بحي الصالحية بحلب، ما بعرف مصدرها!",7,FIRE,unknown_fire
"شفت دخان بحي الشيخ سعد بدير الزور، شكلو حريق!",8,FIRE,unknown_fire
"نار بالسويداء قرب السوق، خطر، بدنا إطفاء!",7,FIRE,unknown_fire
"يا شباب، دخان كتير بحي المزة بدمشق، لازم تتفحص!",8,FIRE,unknown_fire
"في نار باللاذقية قرب المينا، بدنا مساعدة!",7,FIRE,unknown_fire
"يا جماعة، نار بحي الخالدية بحمص، خطر!",8,FIRE,unknown_fire
"شفت دخان بحي التضامن بدمشق، شكلو حريق!",7,FIRE,unknown_fire
"نار بحي الفردوس بحلب، بدنا إطفاء فوري!",8,FIRE,unknown_fire
