text,severity,class,subclass
"يا جماعة، أم مع أطفال بحي الصالحية بحلب بدم ملابس!",9,CIVIL,charity
"في نازحين بحي الخالدية بحمص محتاجين دفايات!",7,CIVIL,charity
"عيلة فقيرة بالسويداء بدم أكل وحليب!",8,CIVIL,charity
"يا شباب، في أطفال بحي التضامن بدمشق بدم بطانيات!",6,CIVIL,charity
"في نازحين بحي القابون بدمشق محتاجين أدوية!",7,CIVIL,charity
"عيلة بدون مأوى بحي الميدان بدمشق بدم خيام!",8,CIVIL,charity
"يا جماعة، أرملة بدير الزور محتاجة ملابس شتوية!",9,CIVIL,charity
"في مخيم نازحين بحي الفردوس بحلب بدم أكل!",7,CIVIL,charity
"عيلة نازحة بحي المزة بدمشق محتاجة مواد تنظيف!",8,CIVIL,charity
"يا شباب، في أطفال بحي الشيخ سعد بدير الزور بدم حليب!",6,CIVIL,charity
"في ناس فقراء بحي الحميدية بدمشق بدم بطانيات!",7,CIVIL,charity
"عيلة بدون مأوى باللاذقية محتاجة دفايات!",8,CIVIL,charity
"يا جماعة، أم مع أطفال بحي الصالحية بحلب بدم أدوية!",9,CIVIL,charity
"في نازحين بحي الخالدية بحمص محتاجين ملابس!",7,CIVIL,charity
"عيلة فقيرة بالسويداء بدم خيام وأغذية!",8,CIVIL,charity
"يا شباب، في أطفال بحي التضامن بدمشق بدم كتب!",6,CIVIL,charity
"في نازحين بحي القابون بدمشق محتاجين حليب!",7,CIVIL,charity
"عيلة بدون مأوى بحي الميدان بدمشق بدم بطانيات!",8,CIVIL,charity
"يا جماعة، أرملة بدير الزور محتاجة أكل!",9,CIVIL,charity
"في مخيم نازحين بحي الفردوس بحلب بدم دفايات!",7,CIVIL,charity
"عيلة نازحة بحي المزة بدمشق محتاجة ملابس!",8,CIVIL,charity
"يا شباب، في أطفال بحي الشيخ سعد بدير الزور بدم أدوات مدرسية!",6,CIVIL,charity
"في ناس فقراء بحي الحميدية بدمشق بدم حليب!",7,CIVIL,charity
"عيلة بدون مأوى باللاذقية محتاجة خيام!",8,CIVIL,charity
"يا جماعة، أم مع أطفال بحي الصالحية بحلب بدم بطانيات!",9,CIVIL,charity
"في نازحين بحي الخالدية بحمص محتاجين أغذية!",7,CIVIL,charity
"عيلة فقيرة بالسويداء بدم أدوية وملابس!",8,CIVIL,charity
"يا شباب، في أطفال بحي التضامن بدمشق بدم حليب!",6,CIVIL,charity
"في نازحين بحي القابون بدمشق محتاجين دفايات!",7,CIVIL,charity
"عيلة بدون مأوى بحي الميدان بدمشق بدم أكل!",8,CIVIL,charity
"يا جماعة، أرملة بدير الزور محتاجة بطانيات!",9,CIVIL,charity
"في مخيم نازحين بحي الفردوس بحلب بدم ملابس!",7,CIVIL,charity
"عيلة نازحة بحي المزة بدمشق محتاجة أدوية!",8,CIVIL,charity
