text,severity,class,subclass
"يا جماعة، مشاجرة عنيفة باللاذقية قرب السوق، تعالوا بسرعة!",8,POLICE,fight
"في شجار بحي الخالدية بحمص، بدنا الشرطة!",6,POLICE,fight
"يا شباب، مشاجرة كبيرة بحي التضامن بدمشق، ساعدوا!",7,POLICE,fight
"شجار قوي بحي الفردوس بحلب، بدو شرطة فوري!",8,POLICE,fight
"يا جماعة، في خناقة بحي القابون بدمشق، تعالوا بسرعة!",6,POLICE,fight
"مشاجرة عنيفة بدير الزور قرب السوق، بدنا الشرطة!",7,POLICE,fight
"يا شباب، شجار كبير بحي الميدان بدمشق، ساعدوا!",8,POLICE,fight
"في مشاجرة بحي القصور بحمص، بدو شرطة فوري!",6,POLICE,fight
"يا جماعة، شجار قوي بحي الحميدية بدمشق، تعالوا بسرعة!",7,POLICE,fight
"مشاجرة بحي الصالحية بحلب، بدنا الشرطة!",8,POLICE,fight
"يا شباب، في شجار بحي الشيخ سعد بدير الزور، ساعدوا!",6,POLICE,fight
"شجار كبير بالسويداء، بدو شرطة فوري!",7,POLICE,fight
"يا جماعة، مشاجرة عنيفة بحي المزة بدمشق، تعالوا بسرعة!",8,POLICE,fight
"في شجار باللاذقية قرب الكورنيش، بدنا الشرطة!",6,POLICE,fight
"يا شباب، مشاجرة كبيرة بحي الخالدية بحمص، ساعدوا!",7,POLICE,fight
"شجار قوي بحي التضامن بدمشق، بدو شرطة فوري!",8,POLICE,fight
"يا جماعة، في مشاجرة بحي الفردوس بحلب، تعالوا بسرعة!",6,POLICE,fight
"مشاجرة عنيفة بحي القابون بدمشق، بدنا الشرطة!",7,POLICE,fight
"يا شباب، شجار كبير بدير الزور قرب الجسر، ساعدوا!",8,POLICE,fight
"في مشاجرة بحي الميدان بدمشق، بدو شرطة فوري!",6,POLICE,fight
"يا جماعة، شجار قوي بحي القصور بحمص، تعالوا بسرعة!",7,POLICE,fight
"مشاجرة بحي الحميدية بدمشق، بدنا الشرطة!",8,POLICE,fight
"يا شباب، في شجار بحي الصالحية بحلب، ساعدوا!",6,POLICE,fight
"شجار كبير بحي الشيخ سعد بدير الزور، بدو شرطة فوري!",7,POLICE,fight
"يا جماعة، مشاجرة عنيفة بالسويداء، تعالوا بسرعة!",8,POLICE,fight
"في شجار بحي المزة بدمشق، بدنا الشرطة!",6,POLICE,fight
"يا شباب، مشاجرة كبيرة باللاذقية قرب السوق، ساعدوا!",7,POLICE,fight
"شجار قوي بحي الخالدية بحمص، بدو شرطة فوري!",8,POLICE,fight
"يا جماعة، في مشاجرة بحي التضامن بدمشق، تعالوا بسرعة!",6,POLICE,fight
"مشاجرة عنيفة بحي الفردوس بحلب، بدنا الشرطة!",7,POLICE,fight
"يا شباب، شجار كبير بحي القابون بدمشق، ساعدوا!",8,POLICE,fight
"في مشاجرة بدير الزور قرب السوق، بدو شرطة فوري!",6,POLICE,fight
"يا جماعة، شجار قوي بحي الميدان بدمشق، تعالوا بسرعة!",7,POLICE,fight
