text,severity,class,subclass
"شخص توقف قلبه بحي الخالدية بحمص، بدنا إسعاف!",9,MEDICAL,cardiac_arrest
"في حالة توقف قلبي بحي التضامن بدمشق، ساعدوا فوري!",10,MEDICAL,cardiac_arrest
"يا شباب، شخص فاقد الوعي بحي الفردوس بحلب، شكلو توقف قلبي!",9,MEDICAL,cardiac_arrest
"شخص توقف قلبه بحي القابون بدمشق، بدو إسعاف!",10,MEDICAL,cardiac_arrest
"يا جماعة، شخص سقط فجأة بدير الزور، شكلو توقف قلبي!",9,MEDICAL,cardiac_arrest
"في حالة توقف قلبي بحي الميدان بدمشق، بدنا إسعاف!",10,MEDICAL,cardiac_arrest
"شخص فاقد الوعي بحي القصور بحمص، بدو إسعاف لتوقف قلبي!",9,MEDICAL,cardiac_arrest
"يا شباب، توقف قلبي بحي الحميدية بدمشق، ساعدوا!",10,MEDICAL,cardiac_arrest
"شخص سقط فجأة بحي الصالحية بحلب، شكلو توقف قلبي!",9,MEDICAL,cardiac_arrest
"يا جماعة، في حالة توقف قلبي بحي الشيخ سعد بدير الزور، بسرعة!",10,MEDICAL,cardiac_arrest
"شخص فاقد الوعي بالسويداء، بدو إسعاف لتوقف قلبي!",9,MEDICAL,cardiac_arrest
"يا شباب، توقف قلبي بحي المزة بدمشق، بدنا إسعاف!",10,MEDICAL,cardiac_arrest
"في حالة توقف قلبي باللاذقية قرب السوق، ساعدوا!",9,MEDICAL,cardiac_arrest
"شخص توقف قلبه بحي الخالدية بحمص، بدو إسعاف فوري!",10,MEDICAL,cardiac_arrest
"يا جماعة، شخص فاقد الوعي بحي التضامن بدمشق، شكلو توقف قلبي!",9,MEDICAL,cardiac_arrest
"شخص سقط فجأة بحي الفردوس بحلب، بدو إسعاف!",10,MEDICAL,cardiac_arrest
"يا شباب، في حالة توقف قلبي بحي القابون بدمشق، بسرعة!",9,MEDICAL,cardiac_arrest
"شخص توقف قلبه بدير الزور قرب الجسر، بدو إسعاف!",10,MEDICAL,cardiac_arrest
"يا جماعة، توقف قلبي بحي الميدان بدمشق، ساعدوا!",9,MEDICAL,cardiac_arrest
"شخص فاقد الوعي بحي القصور بحمص، شكلو توقف قلبي!",10,MEDICAL,cardiac_arrest
"في حالة توقف قلبي بحي الحميدية بدمشق، بدنا إسعاف!",9,MEDICAL,cardiac_arrest
"يا شباب، شخص سقط فجأة بحي الصالحية بحلب، بدو إسعاف!",10,MEDICAL,cardiac_arrest
"شخص توقف قلبه بحي الشيخ سعد بدير الزور، ساعدوا!",9,MEDICAL,cardiac_arrest
"يا جماعة، في حالة توقف قلبي بالسويداء، بسرعة!",10,MEDICAL,cardiac_arrest
"شخص فاقد الوعي بحي المزة بدمشق، بدو إسعاف لتوقف قلبي!",9,MEDICAL,cardiac_arrest
"يا شباب، توقف قلبي باللاذقية، بدنا إسعاف فوري!",10,MEDICAL,cardiac_arrest
"شخص سقط فجأة بحي الخالدية بحمص، شكلو توقف قلبي!",9,MEDICAL,cardiac_arrest
"في حالة توقف قلبي بحي التضامن بدمشق، ساعدوا!",10,MEDICAL,cardiac_arrest
"يا جماعة، شخص فاقد الوعي بحي الفردوس بحلب، بدو إسعاف!",9,MEDICAL,cardiac_arrest
"شخص توقف قلبه بحي القابون بدمشق، بدنا إسعاف!",10,MEDICAL,cardiac_arrest
"يا شباب، في حالة توقف قلبي بدير الزور، بسرعة!",9,MEDICAL,cardiac_arrest
"شخص سقط فجأة بحي الميدان بدمشق، شكلو توقف قلبي!",10,MEDICAL,cardiac_arrest
"يا جماعة، توقف قلبي بحي القصور بحمص، بدو إسعاف!",9,MEDICAL,cardiac_arrest
"في حالة توقف قلبي بحي الحميدية بدمشق، ساعدوا!",10,MEDICAL,cardiac_arrest
"شخص فاقد الوعي بحي الصالحية بحلب، بدو إسعاف لتوقف قلبي!",9,MEDICAL,cardiac_arrest
"يا شباب، شخص توقف قلبه بحي الشيخ سعد بدير الزور، بسرعة!",10,MEDICAL,cardiac_arrest
"شخص سقط فجأة بالسويداء، شكلو توقف قلبي!",9,MEDICAL,cardiac_arrest
"يا جماعة، في حالة توقف قلبي بحي المزة بدمشق، بدنا إسعاف!",10,MEDICAL,cardiac_arrest
"شخص فاقد الوعي باللاذقية قرب الكورنيش، بدو إسعاف!",9,MEDICAL,cardiac_arrest
"يا شباب، توقف قلبي بحي الخالدية بحمص، ساعدوا!",10,MEDICAL,cardiac_arrest
"في حالة توقف قلبي بحي التضامن بدمشق، بدو إسعاف فوري!",9,MEDICAL,cardiac_arrest
"شخص سقط فجأة بحي الفردوس بحلب، شكلو توقف قلبي!",10,MEDICAL,cardiac_arrest
"يا جماعة، شخص توقف قلبه بحي القابون بدمشق، بسرعة!",9,MEDICAL,cardiac_arrest
"شخص فاقد الوعي بدير الزور، بدو إسعاف لتوقف قلبي!",10,MEDICAL,cardiac_arrest
"يا شباب، في حالة توقف قلبي بحي الميدان بدمشق، ساعدوا!",9,MEDICAL,cardiac_arrest
"شخص توقف قلبه بحي القصور بحمص، بدو إسعاف!",10,MEDICAL,cardiac_arrest
"يا جماعة، شخص فاقد الوعي بحي الحميدية بدمشق، شكلو توقف قلبي!",9,MEDICAL,cardiac_arrest
"في حالة توقف قلبي بحي الصالحية بحلب، بدنا إسعاف!",10,MEDICAL,cardiac_arrest
"شخص سقط فجأة بحي الشيخ سعد بدير الزور، بدو إسعاف!",9,MEDICAL,cardiac_arrest
"يا شباب، توقف قلبي بالسويداء، ساعدوا بسرعة!",10,MEDICAL,cardiac_arrest
"شخص فاقد الوعي بحي المزة بدمشق، بدو إسعاف لتوقف قلبي!",9,MEDICAL,cardiac_arrest
"يا جماعة، في حالة توقف قلبي باللاذقية قرب السوق، بسرعة!",10,MEDICAL,cardiac_arrest
"شخص توقف قلبه بحي الخالدية بحمص، بدو إسعاف فوري!",9,MEDICAL,cardiac_arrest
"في حالة توقف قلبي بحي التضامن بدمشق، ساعدوا!",10,MEDICAL,cardiac_arrest
"يا شباب، شخص فاقد الوعي بحي الفردوس بحلب، شكلو توقف قلبي!",9,MEDICAL,cardiac_arrest
"شخص توقف قلبه بحي القابون بدمشق، بدو إسعاف!",10,MEDICAL,cardiac_arrest
