text,severity,class,subclass
"يا جماعة، واحد أغمي عليه بحي الشيخ سعد بدير الزور، ساعدوا!",8,MEDICAL,unconscious
"في شخص فاقد الوعي بالسويداء، بدنا إسعاف!",9,MEDICAL,unconscious
"يا شباب، واحد أغمي عليه بحي المزة بدمشق، بسرعة!",10,MEDICAL,unconscious
"شخص فاقد الوعي باللاذقية قرب الكورنيش، بدو إسعاف!",8,MEDICAL,unconscious
"يا جماعة، واحد أغمي عليه بحي الخالدية بحمص، ساعدوا!",9,MEDICAL,unconscious
"في شخص فاقد الوعي بحي التضامن بدمشق، بدو إسعاف فوري!",10,MEDICAL,unconscious
"شخص أغمي عليه بحي الفردوس بحلب، بسرعة!",8,MEDICAL,unconscious
"يا شباب، واحد فاقد الوعي بحي القابون بدمشق، ساعدوا!",9,MEDICAL,unconscious
"في شخص أغمي عليه بدير الزور، بدو إسعاف!",10,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي الميدان بدمشق، بسرعة!",8,MEDICAL,unconscious
"شخص أغمي عليه بحي القصور بحمص، بدو إسعاف!",9,MEDICAL,unconscious
"يا شباب، في واحد فاقد الوعي بحي الحميدية بدمشق، ساعدوا!",10,MEDICAL,unconscious
"شخص أغمي عليه بحي الصالحية بحلب، بدنا إسعاف!",8,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي الشيخ سعد بدير الزور، بسرعة!",9,MEDICAL,unconscious
"في شخص أغمي عليه بالسويداء، بدو إسعاف!",10,MEDICAL,unconscious
"يا شباب، واحد فاقد الوعي بحي المزة بدمشق، ساعدوا!",8,MEDICAL,unconscious
"شخص أغمي عليه باللاذقية قرب السوق، بدو إسعاف!",9,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي الخالدية بحمص، بسرعة!",10,MEDICAL,unconscious
"في شخص أغمي عليه بحي التضامن بدمشق، بدو إسعاف!",8,MEDICAL,unconscious
"شخص فاقد الوعي بحي الفردوس بحلب، ساعدوا!",9,MEDICAL,unconscious
"يا شباب، في واحد أغمي عليه بحي القابون بدمشق، بسرعة!",10,MEDICAL,unconscious
"شخص أغمي عليه بدير الزور قرب الجسر، بدو إسعاف!",8,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي الميدان بدمشق، ساعدوا!",9,MEDICAL,unconscious
"في شخص أغمي عليه بحي القصور بحمص، بدو إسعاف!",10,MEDICAL,unconscious
"يا شباب، واحد فاقد الوعي بحي الحميدية بدمشق، بسرعة!",8,MEDICAL,unconscious
"شخص أغمي عليه بحي الصالحية بحلب، بدو إسعاف!",9,MEDICAL,unconscious
"يا جماعة، في واحد فاقد الوعي بحي الشيخ سعد بدير الزور، ساعدوا!",10,MEDICAL,unconscious
"شخص فاقد الوعي بالسويداء، بدو إسعاف فوري!",8,MEDICAL,unconscious
"يا شباب، واحد أغمي عليه بحي المزة بدمشق، بسرعة!",9,MEDICAL,unconscious
"في شخص فاقد الوعي باللاذقية، بدو إسعاف!",10,MEDICAL,unconscious
"يا جماعة، واحد أغمي عليه بحي الخالدية بحمص، ساعدوا!",8,MEDICAL,unconscious
"شخص فاقد الوعي بحي التضامن بدمشق، بدو إسعاف!",9,MEDICAL,unconscious
"يا شباب، في واحد أغمي عليه بحي الفردوس بحلب، بسرعة!",10,MEDICAL,unconscious
"شخص أغمي عليه بحي القابون بدمشق، بدو إسعاف!",8,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بدير الزور، ساعدوا!",9,MEDICAL,unconscious
"في شخص أغمي عليه بحي الميدان بدمشق، بدو إسعاف!",10,MEDICAL,unconscious
"شخص فاقد الوعي بحي القصور بحمص، بسرعة!",8,MEDICAL,unconscious
"يا شباب، في واحد أغمي عليه بحي الحميدية بدمشق، ساعدوا!",9,MEDICAL,unconscious
"شخص أغمي عليه بحي الصالحية بحلب، بدو إسعاف!",10,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي الشيخ سعد بدير الزور، بسرعة!",8,MEDICAL,unconscious
"في شخص أغمي عليه بالسويداء، بدو إسعاف!",9,MEDICAL,unconscious
"شخص فاقد الوعي بحي المزة بدمشق، ساعدوا!",10,MEDICAL,unconscious
"يا شباب، في واحد أغمي عليه باللاذقية قرب الكورنيش، بسرعة!",8,MEDICAL,unconscious
"شخص أغمي عليه بحي الخالدية بحمص، بدو إسعاف!",9,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي التضامن بدمشق، ساعدوا!",10,MEDICAL,unconscious
"في شخص أغمي عليه بحي الفردوس بحلب، بدو إسعاف!",8,MEDICAL,unconscious
"شخص فاقد الوعي بحي القابون بدمشق، بسرعة!",9,MEDICAL,unconscious
"يا شباب، في واحد أغمي عليه بدير الزور قرب السوق، ساعدوا!",10,MEDICAL,unconscious
"شخص أغمي عليه بحي الميدان بدمشق، بدو إسعاف!",8,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي القصور بحمص، بسرعة!",9,MEDICAL,unconscious
"في شخص أغمي عليه بحي الحميدية بدمشق، بدو إسعاف!",10,MEDICAL,unconscious
"شخص فاقد الوعي بحي الصالحية بحلب، ساعدوا!",8,MEDICAL,unconscious
"يا شباب، في واحد أغمي عليه بحي الشيخ سعد بدير الزور، بسرعة!",9,MEDICAL,unconscious
"شخص أغمي عليه بالسويداء، بدو إسعاف فوري!",10,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي المزة بدمشق، ساعدوا!",8,MEDICAL,unconscious
"في شخص أغمي عليه باللاذقية قرب السوق، بدو إسعاف!",9,MEDICAL,unconscious
"شخص فاقد الوعي بحي الخالدية بحمص، بسرعة!",10,MEDICAL,unconscious
"يا شباب، في واحد أغمي عليه بحي التضامن بدمشق، ساعدوا!",8,MEDICAL,unconscious
"شخص أغمي عليه بحي الفردوس بحلب، بدو إسعاف!",9,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي القابون بدمشق، بسرعة!",10,MEDICAL,unconscious
"في شخص أغمي عليه بدير الزور، بدو إسعاف!",8,MEDICAL,unconscious
"شخص فاقد الوعي بحي الميدان بدمشق، ساعدوا!",9,MEDICAL,unconscious
"يا شباب، في واحد أغمي عليه بحي القصور بحمص، بسرعة!",10,MEDICAL,unconscious
"شخص أغمي عليه بحي الحميدية بدمشق، بدو إسعاف!",8,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي الصالحية بحلب، ساعدوا!",9,MEDICAL,unconscious
"في شخص أغمي عليه بحي الشيخ سعد بدير الزور، بدو إسعاف!",10,MEDICAL,unconscious
"شخص فاقد الوعي بالسويداء، بسرعة!",8,MEDICAL,unconscious
"يا شباب، في واحد أغمي عليه بحي المزة بدمشق، ساعدوا!",9,MEDICAL,unconscious
"شخص أغمي عليه باللاذقية، بدو إسعاف فوري!",10,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي الخالدية بحمص، بسرعة!",8,MEDICAL,unconscious
"في شخص أغمي عليه بحي التضامن بدمشق، بدو إسعاف!",9,MEDICAL,unconscious
"شخص فاقد الوعي بحي الفردوس بحلب، ساعدوا!",10,MEDICAL,unconscious
"يا شباب، في واحد أغمي عليه بحي القابون بدمشق، بسرعة!",8,MEDICAL,unconscious
"شخص أغمي عليه بدير الزور قرب الجسر، بدو إسعاف!",9,MEDICAL,unconscious
"يا جماعة، واحد فاقد الوعي بحي الميدان بدمشق، ساعدوا!",10,MEDICAL,unconscious
