text,severity,class,subclass
"يا شباب، مجموعة مشبوهة بحي المزة بدمشق، ساعدوا!",5,POLICE,suspicious
"في تصرفات غريبة باللاذقية قرب الكورنيش، بدو شرطة!",7,POLICE,suspicious
"يا جماعة، ناس مريبين بحي الخالدية بحمص، تعالوا!",3,POLICE,suspicious
"شخص يتصرف بشكل مشبوه بحي التضامن بدمشق، بدنا الشرطة!",6,POLICE,suspicious
"يا شباب، شايفين واحد مريب بحي الفردوس بحلب، ساعدوا!",4,POLICE,suspicious
"في مجموعة مشبوهة بحي القابون بدمشق، بدو شرطة!",5,POLICE,suspicious
"يا جماعة، تصرفات غريبة بدير الزور قرب الجسر، تعالوا!",7,POLICE,suspicious
"شايفين ناس مريبين بحي الميدان بدمشق، بدنا الشرطة!",3,POLICE,suspicious
"يا شباب، واحد يتصرف بشكل مشبوه بحي القصور بحمص، ساعدوا!",6,POLICE,suspicious
"في تصرفات مريبة بحي الحميدية بدمشق، بدو شرطة!",4,POLICE,suspicious
"يا جماعة، شخص مريب بحي الصالحية بحلب، تعالوا!",5,POLICE,suspicious
"شايفين واحد يتحرك بغرابة بحي الشيخ سعد بدير الزور، بدنا الشرطة!",7,POLICE,suspicious
"يا شباب، مجموعة مشبوهة بالسويداء، ساعدوا!",3,POLICE,suspicious
"في تصرفات غريبة بحي المزة بدمشق، بدو شرطة!",6,POLICE,suspicious
"يا جماعة، ناس مريبين باللاذقية قرب السوق، تعالوا!",4,POLICE,suspicious
"شخص يتصرف بشكل مشبوه بحي الخالدية بحمص، بدنا الشرطة!",5,POLICE,suspicious
"يا شباب، شايفين واحد مريب بحي التضامن بدمشق، ساعدوا!",7,POLICE,suspicious
"في تصرفات غريبة بحي الفردوس بحلب، بدو شرطة!",3,POLICE,suspicious
"يا جماعة، مجموعة مشبوهة بحي القابون بدمشق، تعالوا!",6,POLICE,suspicious
"شايفين ناس مريبين بدير الزور قرب السوق، بدنا الشرطة!",4,POLICE,suspicious
"يا شباب، واحد يتصرف بشكل مشبوه بحي الميدان بدمشق، ساعدوا!",5,POLICE,suspicious
"في تصرفات غريبة بحي القصور بحمص، بدو شرطة!",7,POLICE,suspicious
"يا جماعة، شخص مريب بحي الحميدية بدمشق، تعالوا!",3,POLICE,suspicious
"شايفين واحد يتحرك بغرابة بحي الصالحية بحلب، بدنا الشرطة!",6,POLICE,suspicious
"يا شباب، مجموعة مشبوهة بحي الشيخ سعد بدير الزور، ساعدوا!",4,POLICE,suspicious
"في تصرفات مريبة بالسويداء قرب السوق، بدو شرطة!",5,POLICE,suspicious
"يا جماعة، ناس مريبين بحي المزة بدمشق، تعالوا!",7,POLICE,suspicious
"شخص يتصرف بشكل مشبوه باللاذقية قرب الكورنيش، بدنا الشرطة!",3,POLICE,suspicious
"يا شباب، شايفين واحد مريب بحي الخالدية بحمص، ساعدوا!",6,POLICE,suspicious
"في تصرفات غريبة بحي التضامن بدمشق، بدو شرطة!",4,POLICE,suspicious
"يا جماعة، مجموعة مشبوهة بحي الفردوس بحلب، تعالوا!",5,POLICE,suspicious
"شايفين ناس مريبين بحي القابون بدمشق، بدنا الشرطة!",7,POLICE,suspicious
"يا شباب، واحد يتصرف بشكل مشبوه بدير الزور قرب الجسر، ساعدوا!",3,POLICE,suspicious
"في تصرفات غريبة بحي الميدان بدمشق، بدو شرطة!",6,POLICE,suspicious
"يا جماعة، شخص مريب بحي القصور بحمص، تعالوا!",4,POLICE,suspicious
"شايفين واحد يتحرك بغرابة بحي الحميدية بدمشق، بدنا الشرطة!",5,POLICE,suspicious
"يا شباب، مجموعة مشبوهة بحي الصالحية بحلب، ساعدوا!",7,POLICE,suspicious
"في تصرفات مريبة بحي الشيخ سعد بدير الزور، بدو شرطة!",3,POLICE,suspicious
"يا جماعة، ناس مريبين بالسويداء، تعالوا!",6,POLICE,suspicious
"شخص يتصرف بشكل مشبوه بحي المزة بدمشق، بدنا الشرطة!",4,POLICE,suspicious
"يا شباب، شايفين واحد مريب باللاذقية قرب السوق، ساعدوا!",5,POLICE,suspicious
"في تصرفات غريبة بحي الخالدية بحمص، بدو شرطة!",7,POLICE,suspicious
"يا جماعة، مجموعة مشبوهة بحي التضامن بدمشق، تعالوا!",3,POLICE,suspicious
"شايفين ناس مريبين بحي الفردوس بحلب، بدنا الشرطة!",6,POLICE,suspicious
