text,severity,class,subclass
"يا جماعة، سرقو محفظة بحي الخالدية بحمص، تعالوا!",4,POLICE,theft
"في سرقة موبايل بحي التضامن بدمشق، بدو شرطة!",5,POLICE,theft
"يا شباب، سرقو أغراض بحي الفردوس بحلب، ساعدوا!",3,POLICE,theft
"سرقو شنطة بحي القابون بدمشق، بدنا الشرطة!",6,POLICE,theft
"يا جماعة، في سرقة بدير الزور قرب الجسر، تعالوا!",4,POLICE,theft
"سرقو بضاعة بحي الميدان بدمشق، بدو شرطة!",5,POLICE,theft
"يا شباب، سرقو محفظة بحي القصور بحمص، ساعدوا!",3,POLICE,theft
"في سرقة أغراض بحي الحميدية بدمشق، بدو شرطة!",6,POLICE,theft
"يا جماعة، سرقو موبايل بحي الصالحية بحلب، تعالوا!",4,POLICE,theft
"سرقو شنطة بحي الشيخ سعد بدير الزور، بدنا الشرطة!",5,POLICE,theft
"يا شباب، في سرقة بالسويداء، ساعدوا!",3,POLICE,theft
"سرقو ذهب بحي المزة بدمشق، بدو شرطة!",6,POLICE,theft
"يا جماعة، سرقو محفظة باللاذقية قرب السوق، تعالوا!",4,POLICE,theft
"في سرقة أغراض بحي الخالدية بحمص، بدو شرطة!",5,POLICE,theft
"يا شباب، سرقو موبايل بحي التضامن بدمشق، ساعدوا!",3,POLICE,theft
"سرقو شنطة بحي الفردوس بحلب، بدنا الشرطة!",6,POLICE,theft
"يا جماعة، في سرقة بحي القابون بدمشق، تعالوا!",4,POLICE,theft
"سرقو بضاعة بدير الزور قرب السوق، بدو شرطة!",5,POLICE,theft
"يا شباب، سرقو محفظة بحي الميدان بدمشق، ساعدوا!",3,POLICE,theft
"في سرقة أغراض بحي القصور بحمص، بدو شرطة!",6,POLICE,theft
"يا جماعة، سرقو موبايل بحي الحميدية بدمشق، تعالوا!",4,POLICE,theft
"سرقو شنطة بحي الصالحية بحلب، بدنا الشرطة!",5,POLICE,theft
"يا شباب، في سرقة بحي الشيخ سعد بدير الزور، ساعدوا!",3,POLICE,theft
"سرقو بضاعة بالسويداء قرب السوق، بدو شرطة!",6,POLICE,theft
"يا جماعة، سرقو ذهب بحي المزة بدمشق، تعالوا!",4,POLICE,theft
"في سرقة محفظة باللاذقية قرب الكورنيش، بدو شرطة!",5,POLICE,theft
"يا شباب، سرقو أغراض بحي الخالدية بحمص، ساعدوا!",3,POLICE,theft
"سرقو موبايل بحي التضامن بدمشق، بدنا الشرطة!",6,POLICE,theft
"يا جماعة، في سرقة بحي الفردوس بحلب، تعالوا!",4,POLICE,theft
"سرقو شنطة بحي القابون بدمشق، بدو شرطة!",5,POLICE,theft
"يا شباب، سرقو بضاعة بدير الزور قرب الجسر، ساعدوا!",3,POLICE,theft
"في سرقة ذهب بحي الميدان بدمشق، بدو شرطة!",6,POLICE,theft
"يا جماعة، سرقو محفظة بحي القصور بحمص، تعالوا!",4,POLICE,theft
"سرقو أغراض بحي الحميدية بدمشق، بدنا الشرطة!",5,POLICE,theft
"يا شباب، في سرقة بحي الصالحية بحلب، ساعدوا!",3,POLICE,theft
"سرقو موبايل بحي الشيخ سعد بدير الزور، بدو شرطة!",6,POLICE,theft
"يا جماعة، سرقو شنطة بالسويداء، تعالوا!",4,POLICE,theft
"في سرقة بضاعة بحي المزة بدمشق، بدو شرطة!",5,POLICE,theft
"يا شباب، سرقو ذهب باللاذقية قرب السوق، ساعدوا!",3,POLICE,theft
"سرقو محفظة بحي الخالدية بحمص، بدنا الشرطة!",6,POLICE,theft
"يا جماعة، في سرقة بحي التضامن بدمشق، تعالوا!",4,POLICE,theft
"سرقو موبايل بحي الفردوس بحلب، بدو شرطة!",5,POLICE,theft
