text,severity,class,subclass
"يا شباب، لقيت صندوق غريب بحي القصور喧

System: صور بحي الحميدية بدمشق، لازم يتفحص!",8,CIVIL,suspect
"يا جماعة، في ناس غريبة عم تتجمع بحي الصالحية بحلب، شكلها مشبوه!",7,CIVIL,suspect
"شفت شخص غريب بحي الخالدية بحمص، عم يحوم حول المحلات!",6,CIVIL,suspect
"في حقيبة مهجورة بدير الزور قرب السوق، بدا فحص عاجل!",8,CIVIL,suspect
"يا شباب، سيارة واقفة باللاذقية من ساعات، شكلها مشبوه!",6,CIVIL,suspect
"في ناس عم يصوروا بحي المزة بدمشق، شي غريب!",7,CIVIL,suspect
"لقيت كيس غريب بحي التضامن بدمشق، لازم يتفحص!",8,CIVIL,suspect
"يا جماعة، شخص مشبوه بحي الفردوس بحلب، عم يراقب!",6,CIVIL,suspect
"في سيارة غريبة بالسويداء، واقفة بلا حركة، شي مشبوه!",7,CIVIL,suspect
"يا شباب، في حقيبة مهجورة بحي القصور بحمص، بدا فحص!",8,CIVIL,suspect
"شفت ناس غريبة بحي الحميدية بدمشق، عم يتجولوا بالليل!",7,CIVIL,suspect
"في شخص عم يحوم حول مبنى بحي الصالحية بحلب، شكلو مشبوه!",6,CIVIL,suspect
"يا جماعة، لقيت صندوق غريب بدير الزور، لازم يتفحص!",8,CIVIL,suspect
"سيارة مشبوهة بحي الخالدية بحمص، واقفة من يومين!",6,CIVIL,suspect
"يا شباب، في ناس غريبة عم تتجمع باللاذقية قرب الكورنيش!",7,CIVIL,suspect
"في كيس مهجور بحي المزة بدمشق، بدا فحص فوري!",8,CIVIL,suspect
"يا جماعة، شخص غريب بحي التضامن بدمشق، عم يراقب البيوت!",7,CIVIL,suspect
"شفت سيارة غريبة بحي الفردوس بحلب، شكلها مشبوه!",6,CIVIL,suspect
"في حقيبة مهجورة بالسويداء قرب السوق، لازم يتفحص!",8,CIVIL,suspect
"يا شباب، ناس غريبة بحي القصور بحمص، عم يصوروا المباني!",7,CIVIL,suspect
"لقيت كيس غريب بحي الحميدية بدمشق، بدا فحص!",8,CIVIL,suspect
"يا جماعة، سيارة واقفة بحي الصالحية بحلب، شي مشبوه!",6,CIVIL,suspect
"في شخص عم يحوم حول مدرسة بدير الزور، شكلو مشبوه!",7,CIVIL,suspect
"يا شباب، حقيبة مهجورة بحي الخالدية بحمص، لازم يتفحص!",8,CIVIL,suspect
"في ناس غريبة باللاذقية، عم يتجولوا بالليل!",7,CIVIL,suspect
"يا جماعة، سيارة مشبوهة بحي المزة بدمشق، واقفة بلا حركة!",6,CIVIL,suspect
"لقيت صندوق غريب بحي التضامن بدمشق، بدا فحص عاجل!",8,CIVIL,suspect
"شفت شخص غريب بحي الفردوس بحلب، عم يصور الشوارع!",7,CIVIL,suspect
"في حقيبة مهجورة بالسويداء، لازم يتفحص!",8,CIVIL,suspect
"يا شباب، ناس غريبة بحي القصور بحمص، عم يتجمعوا بالليل!",7,CIVIL,suspect
"سيارة غريبة بحي الحميدية بدمشق، شكلها مشبوه!",6,CIVIL,suspect
"يا جماعة، لقيت كيس غريب بحي الصالحية بحلب، بدا فحص!",8,CIVIL,suspect
"في شخص مشبوه بدير الزور، عم يراقب المحلات!",7,CIVIL,suspect
"يا شباب، حقيبة مهجورة بحي الخالدية بحمص، لازم يتفحص!",8,CIVIL,suspect
"في ناس غريبة باللاذقية قرب المينا، شي مشبوه!",7,CIVIL,suspect
"سيارة واقفة بحي المزة بدمشق من يومين، شكلها مشبوه!",6,CIVIL,suspect
"يا جماعة، لقيت صندوق غريب بحي التضامن بدمشق، بدا فحص!",8,CIVIL,suspect
"شفت شخص غريب بحي الفردوس بحلب، عم يحوم حول البيوت!",7,CIVIL,suspect
"في حقيبة مهجورة بالسويداء قرب المستشفى، لازم يتفحص!",8,CIVIL,suspect
"يا شباب، ناس غريبة بحي القصور بحمص، عم يصوروا الشوارع!",7,CIVIL,suspect
"سيارة مشبوهة بحي الحميدية بدمشق، واقفة بلا حركة!",6,CIVIL,suspect
"يا جماعة، لقيت كيس غريب بحي الصالحية بحلب، بدا فحص عاجل!",8,CIVIL,suspect
"في شخص مشبوه بدير الزور، عم يتجول بالليل!",7,CIVIL,suspect
"يا شباب، حقيبة مهجورة بحي الخالدية بحمص، لازم يتفحص!",8,CIVIL,suspect
"في ناس غريبة باللاذقية، عم يراقبوا المينا!",7,CIVIL,suspect
"سيارة غريبة بحي المزة بدمشق، شكلها مشبوه!",6,CIVIL,suspect
"يا جماعة، لقيت صندوق غريب بحي التضامن بدمشق، بدا فحص!",8,CIVIL,suspect
"شفت شخص غريب بحي الفردوس بحلب، عم يصور المباني!",7,CIVIL,suspect
"في حقيبة مهجورة بالسويداء، لازم يتفحص!",8,CIVIL,suspect
"يا شباب، ناس غريبة بحي القصور بحمص، عم يتجولوا بالليل!",7,CIVIL,suspect
"سيارة مشبوهة بحي الحميدية بدمشق، واقفة من ساعات!",6,CIVIL,suspect
"يا جماعة، لقيت كيس غريب بحي الصالحية بحلب، بدا فحص!",8,CIVIL,suspect
"في شخص مشبوه بدير الزور، عم يحوم حول السوق!",7,CIVIL,suspect
"يا شباب، حقيبة مهجورة بحي الخالدية بحمص، لازم يتفحص!",8,CIVIL,suspect
"في ناس غريبة باللاذقية قرب الكورنيش، شي مشبوه!",7,CIVIL,suspect
"سيارة واقفة بحي المزة بدمشق، شكلها مشبوه!",6,CIVIL,suspect
"يا جماعة، لقيت صندوق غريب بحي التضامن بدمشق، بدا فحص!",8,CIVIL,suspect
"شفت شخص غريب بحي الفردوس بحلب، عم يراقب المحلات!",7,CIVIL,suspect
"في حقيبة مهجورة بالسويداء، لازم يتفحص!",8,CIVIL,suspect
"يا شباب، ناس غريبة بحي القصور بحمص، عم يتجمعوا بالليل!",7,CIVIL,suspect
"سيارة مشبوهة بحي الحميدية بدمشق، شكلها غريب!",6,CIVIL,suspect
"يا جماعة، لقيت كيس غريب بحي الصالحية بحلب، بدا فحص!",8,CIVIL,suspect
"في شخص مشبوه بدير الزور، عم يصور الشوارع!",7,CIVIL,suspect
"يا شباب، حقيبة مهجورة بحي الخالدية بحمص، لازم يتفحص!",8,CIVIL,suspect
"في ناس غريبة باللاذقية، عم يتجولوا بالليل!",7,CIVIL,suspect
"سيارة غريبة بحي المزة بدمشق، واقفة من يومين!",6,CIVIL,suspect
"يا جماعة، لقيت صندوق غريب بحي التضامن بدمشق، بدا فحص!",8,CIVIL,suspect
"شفت شخص غريب بحي الفردوس بحلب، عم يحوم حول البيوت!",7,CIVIL,suspect
"في حقيبة مهجورة بالسويداء، لازم يتفحص!",8,CIVIL,suspect
"يا شباب، ناس غريبة بحي القصور بحمص، عم يصوروا المباني!",7,CIVIL,suspect
"سيارة مشبوهة بحي الحميدية بدمشق، شكلها مشبوه!",6,CIVIL,suspect
