text,severity,class,subclass
"اختطفو رجال بحي الميدان بدمشق، بدو شرطة فوري!",9,POLICE,kidnapping
"يا شباب، خطفو طفل بحي القصور بحمص، ساعدوا!",10,POLICE,kidnapping
"في خطف بنت بحي الحميدية بدمشق، بدنا الشرطة!",8,POLICE,kidnapping
"يا جماعة، اختطفو شخص بحي الصالحية بحلب، تعالوا بسرعة!",9,POLICE,kidnapping
"خطفو رجال بحي الشيخ سعد بدير الزور، بدو شرطة فوري!",10,POLICE,kidnapping
"يا شباب، في خطف بالسويداء، ساعدوا!",8,POLICE,kidnapping
"اختطفو بنت بحي المزة بدمشق، بدنا الشرطة!",9,POLICE,kidnapping
"يا جماعة، خطفو طفل باللاذقية قرب السوق، تعالوا بسرعة!",10,POLICE,kidnapping
"في خطف رجال بحي الخالدية بحمص، بدو شرطة فوري!",8,POLICE,kidnapping
"يا شباب، اختطفو شخص بحي التضامن بدمشق، ساعدوا!",9,POLICE,kidnapping
"خطفو بنت بحي الفردوس بحلب، بدنا الشرطة!",10,POLICE,kidnapping
"يا جماعة، في خطف بحي القابون بدمشق، تعالوا بسرعة!",8,POLICE,kidnapping
"اختطفو طفل بدير الزور قرب السوق، بدو شرطة فوري!",9,POLICE,kidnapping
"يا شباب، خطفو رجال بحي الميدان بدمشق، ساعدوا!",10,POLICE,kidnapping
"في خطف بنت بحي القصور بحمص، بدنا الشرطة!",8,POLICE,kidnapping
"يا جماعة، اختطفو شخص بحي الحميدية بدمشق، تعالوا بسرعة!",9,POLICE,kidnapping
"خطفو طفل بحي الصالحية بحلب، بدو شرطة فوري!",10,POLICE,kidnapping
"يا شباب، في خطف بحي الشيخ سعد بدير الزور، ساعدوا!",8,POLICE,kidnapping
"اختطفو بنت بالسويداء، بدنا الشرطة!",9,POLICE,kidnapping
"يا جماعة، خطفو رجال بحي المزة بدمشق، تعالوا بسرعة!",10,POLICE,kidnapping
"في خطف طفل باللاذقية قرب الكورنيش، بدو شرطة فوري!",8,POLICE,kidnapping
"يا شباب، اختطفو شخص بحي الخالدية بحمص، ساعدوا!",9,POLICE,kidnapping
"خطفو بنت بحي التضامن بدمشق، بدنا الشرطة!",10,POLICE,kidnapping
"يا جماعة، في خطف بحي الفردوس بحلب، تعالوا بسرعة!",8,POLICE,kidnapping
"اختطفو رجال بحي القابون بدمشق، بدو شرطة فوري!",9,POLICE,kidnapping
"يا شباب، خطفو طفل بدير الزور قرب الجسر، ساعدوا!",10,POLICE,kidnapping
"في خطف بنت بحي الميدان بدمشق، بدنا الشرطة!",8,POLICE,kidnapping
"يا جماعة، اختطفو شخص بحي القصور بحمص، تعالوا بسرعة!",9,POLICE,kidnapping
"خطفو رجال بحي الحميدية بدمشق، بدو شرطة فوري!",10,POLICE,kidnapping
"يا شباب، في خطف بحي الصالحية بحلب، ساعدوا!",8,POLICE,kidnapping
"اختطفو بنت بحي الشيخ سعد بدير الزور، بدنا الشرطة!",9,POLICE,kidnapping
"يا جماعة، خطفو طفل بالسويداء، تعالوا بسرعة!",10,POLICE,kidnapping
"في خطف رجال بحي المزة بدمشق، بدو شرطة فوري!",8,POLICE,kidnapping
"يا شباب، اختطفو شخص باللاذقية قرب السوق، ساعدوا!",9,POLICE,kidnapping
"خطفو بنت بحي الخالدية بحمص، بدنا الشرطة!",10,POLICE,kidnapping
"يا جماعة، في خطف بحي التضامن بدمشق، تعالوا بسرعة!",8,POLICE,kidnapping
"اختطفو طفل بحي الفردوس بحلب، بدو شرطة فوري!",9,POLICE,kidnapping
"يا شباب، خطفو رجال بحي القابون بدمشق، ساعدوا!",10,POLICE,kidnapping
